0.00-11.62 press up
41.80 steer -11320
41.81 steer -6228
41.82 steer 0
42.25 steer 2326
42.26 steer 4036
42.27 steer 7456
42.28 steer 9167
42.30 steer 6316
42.32 steer 5176
42.33 steer 2896
42.34 steer 1753
42.35 steer 0
42.42 steer -2268
42.43 steer -2834
42.44 steer -1137
42.46 steer -2834
42.48 steer -3966
42.49 steer -5097
42.50 steer -7926
42.51 steer -9057
42.52 steer -10188
42.53 steer -11886
42.54 steer -14151
42.55-42.69 press down
42.59 steer -11886
42.60 steer -11320
42.62 steer -10754
42.63 steer -10188
42.64 steer -8491
42.65 steer -7926
42.66 steer -10188
42.68 steer -10754
42.82 steer -9057
42.83 steer -8491
42.84 steer -6228
42.85 steer 0
43.14 steer -1137
43.15 steer -2834
43.16 steer -3966
43.17 steer -6228
43.18 steer -9057
43.19 steer -10188
43.20 steer -10754
43.21 steer -11886
43.27 steer -9057
43.28 steer -6228
43.29 steer -3966
43.30 steer -1137
43.31 steer 0
43.64 steer -3400
43.65 steer -6228
43.66 steer -10188
43.67 steer -11320
43.68 steer -11886
43.69 steer -14151
43.70 steer -14716
43.71 steer -13017
43.72 steer -11886
43.73 steer -11320
43.74 steer -10754
43.75 steer -3400
43.76 steer 0
44.50 steer 2326
44.51 steer 5176
44.52 steer 6316
44.54 steer 4606
44.55 steer 4036
44.56 steer 2896
44.57 steer 2326
44.58 steer 1753
44.59 steer 0
45.07 steer 2326
45.08 steer 6316
45.09 steer 10877
45.10 steer 18290
45.12 steer 22281
45.13 steer 24561
45.14 steer 26274
45.15 steer 26844
45.16 steer 27984
45.18 steer 26274
45.43 steer 25701
45.45 steer 24561
45.53 steer 23421
45.54 steer 18290
