0.00-22.85 press up
13.09 steer 14956
13.10 steer 18292
13.11 steer 19959
13.22 steer 21070
13.23 steer 22739
13.24 steer 23294
13.25 steer 25517
13.27 steer 26628
13.31 steer 27185
13.32 steer 28297
13.38 steer 28852
13.39 steer 30519
13.40 steer 31074
13.41 steer 31632
13.42 steer 33299
13.43 steer 34966
13.44 steer 35521
13.45 steer 36079
13.46 steer 37190
13.50 steer 37746
13.51 steer 36079
13.56 steer 35521
13.57 steer 30519
13.58 steer 21070
13.59 steer 14956
13.60 steer 8285
13.61 steer 1060
13.62 steer 0
13.81 steer -3965
13.83 steer -15805
13.84 steer -24094
13.85 steer -29421
13.86 steer -44222
13.86-13.94 press down
13.87 steer -48959
13.88 steer -54286
13.89 steer -59024
13.90 steer -64944
14.07 steer -56062
14.08 steer -46590
14.09 steer -31197
14.10 steer -22910
14.11 steer -12845
14.12 steer -4556
14.13 steer 0
14.45 steer 1060
14.47 steer 2171
14.49 steer 4396
14.50 steer 9954
14.51 steer 12176
14.52 steer 14401
14.53 steer 16067
14.54 steer 16623
14.57 steer 14956
14.62 steer 13845
14.63 steer 11621
14.64 steer 10509
14.65 steer 9398
14.66 steer 6063
14.67 steer 3838
14.68 steer 2171
14.69 steer 1616
14.70 steer 1060
14.73 steer 0
15.00 steer -2189
15.01 steer -3965
15.03 steer -4556
15.04 steer -6331
15.05 steer -8109
15.06 steer -9292
15.08 steer -11069
15.10 steer -12845
15.11 steer -14621
15.14 steer -12845
15.15 steer -12252
15.17 steer -11069
15.19 steer -5740
15.20 steer -2780
15.21 steer 0
15.34 steer 1060
15.35 steer 1616
15.36 steer 2171
15.37 steer 6063
15.39 steer 9954
15.40 steer 12176
15.41 steer 14401
15.42 steer 16623
15.43 steer 17178
15.44 steer 18292
15.45 steer 18847
15.46 steer 19959
15.48 steer 20514
15.49 steer 21070
15.50 steer 22739
15.51 steer 24405
15.52 steer 25517
15.53 steer 27185
15.55 steer 28852
15.56 steer 29408
15.57 steer 30519
15.58 steer 31074
15.60 steer 31632
15.84 steer 29408
15.85 steer 28852
15.86 steer 26628
15.87 steer 24961
15.88 steer 22739
15.89 steer 17178
15.90 steer 14401
15.91 steer 11621
15.92 steer 9954
15.93 steer 7729
15.94 steer 5507
15.95 steer 3282
15.96 steer 2171
15.97 steer 1616
15.98 steer 0
16.28 steer -2780
16.29 steer -5740
16.30 steer -12252
16.31 steer -14029
16.32 steer -15805
16.33 steer -16396
16.34 steer -18172
16.40 steer -16396
16.43 steer -12845
16.44 steer -6331
16.45 steer 0
16.50 steer -9292
16.51 steer -14029
16.52 steer -16396
16.53 steer -21134
16.54 steer -24094
16.55 steer -24685
16.61 steer -22316
16.62 steer -16396
16.64 steer -18172
16.66 steer -22316
16.67 steer -24094
16.68 steer -24685
16.69 steer -28237
16.70 steer -31197
16.71 steer -32381
16.72 steer -34157
16.73 steer -37710
16.75 steer -39486
16.81 steer -34157
16.83 steer -28237
16.84 steer -26461
16.85 steer -24685
16.95 steer -24094
16.98 steer -22316
17.09 steer -26461
17.11 steer -28237
17.20 steer -26461
17.21 steer -24685
17.22 steer -22316
17.23 steer -19356
17.24 steer -16396
17.25 steer -12252
17.27 steer -11069
17.30 steer -21134
17.31 steer -24094
17.32 steer -27645
17.33 steer -30606
17.34 steer -37710
17.35 steer -40670
17.36 steer -42446
17.38 steer -40670
17.40 steer -37710
17.41 steer -31197
17.42 steer -22316
17.43 steer -15805
17.44 steer -12252
17.45 steer -9292
17.46 steer -8109
17.48 steer -10476
17.49 steer -14029
17.50 steer -22910
17.51 steer -24685
17.52 steer -26461
17.53 steer -29421
17.55 steer -31197
17.56 steer -32975
17.57 steer -39486
17.58 steer -49551
17.59 steer -56655
17.60 steer -64944
17.65 steer -63167
17.66 steer -42446
17.67 steer -29421
17.68 steer -22316
17.69 steer -7516
17.70 steer 0
17.73 steer 1060
17.74 steer 6618
17.75 steer 12732
17.76 steer 18292
17.77 steer 24961
17.78 steer 36079
17.79 steer 41637
17.80 steer 45528
17.81 steer 48306
17.82 steer 50531
17.84 steer 42193
17.85 steer 37190
17.86 steer 27185
17.87 steer 22181
17.88 steer 17178
17.89 steer 8285
17.91 steer 2171
17.92 steer 1616
17.93 steer 0
18.19 steer -2189
18.20 steer -7516
18.22 steer -12845
18.23 steer -16396
18.24 steer -20541
18.25 steer -22316
18.27 steer -24094
18.29 steer -24685
18.30 steer -25870
18.31 steer -27645
18.32 steer -28237
18.34 steer -30606
18.35 steer -31197
18.37 steer -32381
18.39 steer -32975
18.41 steer -34157
18.42 steer -36526
18.43 steer -37710
18.44 steer -38301
18.45 steer -39486
18.46 steer -41261
18.47 steer -43039
18.48 steer -44815
18.49 steer -46590
18.50 steer -49551
18.54 steer -50735
18.55 steer -56062
18.56 steer -64351
18.57 steer -64944
18.92 steer -54880
18.93 steer -47775
18.94 steer -44222
18.95 steer -43039
18.97 steer -44815
18.98 steer -56062
18.99 steer -64944
19.25 steer -47775
19.26 steer -39486
19.27 steer -32381
19.28 steer -19356
19.30 steer -8109
19.31 steer -7516
19.34 steer -11069
19.35 steer -14029
19.36 steer -16396
19.37 steer -17581
19.38 steer -18172
19.39 steer -16396
19.40 steer -15805
19.42 steer -14029
19.43 steer -12252
19.44 steer -14029
19.51 steer -16396
19.52 steer -19356
19.53 steer -22316
19.55 steer -22910
19.56 steer -24094
19.57 steer -24685
19.58 steer -32381
19.59 steer -38301
19.60 steer -44815
19.61 steer -53102
19.62 steer -64944
19.72 steer -62575
19.73 steer -54286
19.74 steer -35935
19.75 steer -29421
19.76 steer -24685
19.77 steer -24094
19.80 steer -26461
19.81 steer -30606
19.83 steer -31197
19.86 steer -28237
19.90 steer -30606
19.91 steer -43039
19.92 steer -51326
19.93 steer -60800
19.94 steer -64944
20.67 steer -56062
20.68 steer -46590
20.69 steer -39486
20.70 steer -26461
20.71 steer -24094
20.72 steer -22316
20.73 steer -24094
20.74 steer -24685
20.75 steer -30606
20.76 steer -34157
20.77 steer -39486
20.78 steer -46590
20.79 steer -52511
20.80 steer -59615
20.81 steer -64944
20.92 steer -56062
20.93 steer -44815
20.94 steer -26461
20.95 steer -20541
20.96 steer -12845
20.97 steer -8109
21.01 steer -9292
21.02 steer -14621
21.03 steer -30606
21.04 steer -38301
21.05 steer -44815
21.06 steer -54286
21.07 steer -57840
21.08 steer -61391
21.10 steer -59615
21.11 steer -48959
21.12 steer -40670
21.13 steer -32381
21.14 steer -14029
21.15 steer -3965
21.16 steer 0
21.19 steer -2189
21.20 steer -5740
21.21 steer -9292
21.22 steer -12845
21.23 steer -14029
21.24 steer -12252
21.26 steer -11069
21.27 steer -4556
21.28 steer -2780
21.29 steer -4556
21.30 steer -9292
21.31 steer -14621
21.32 steer -22910
21.33 steer -26461
21.34 steer -32381
21.35 steer -32975
21.40 steer -34157
21.41 steer -36526
21.42 steer -45999
21.43 steer -52511
21.44 steer -57840
21.45 steer -64944
21.59 steer -54880
21.60 steer -44222
21.61 steer -35935
21.62 steer -16396
21.63 steer -5740
21.64 steer 0
21.85 steer 1060
21.86 steer 2171
21.87 steer 5507
21.88 steer 9398
21.89 steer 14401
21.91 steer 18847
21.92 steer 20514
21.93 steer 22181
21.94 steer 25517
21.95 steer 26628
21.96 steer 27185
21.97 steer 28297
21.98 steer 28852
22.01 steer 29408
22.03 steer 30519
22.04 steer 31074
22.06 steer 31632
22.07 steer 32743
22.27 steer 31074
22.30 steer 30519
22.31 steer 28852
22.32 steer 24961
22.33 steer 22181
22.34 steer 10509
22.35 steer 3838
22.36 steer 0
22.44 steer -2780
22.45 steer -4556
22.48 steer -5740
22.50 steer -9292
22.51 steer -11069
22.52 steer -12845
22.53 steer -17581
22.55 steer -14621
22.56 steer -14029
22.57 steer -11069
22.58 steer 0
23.14 press up
25.29 steer 1060
25.31 steer 1616
25.33 steer 2171
25.35 steer 3282
25.36 steer 3838
25.37 steer 4396
25.38 steer 6063
25.39 steer 8285
25.40 steer 10509
25.41 steer 11621
25.42 steer 12176
25.43 steer 12732
25.44 steer 13845
25.45 steer 14401
25.46 steer 12732
25.47 steer 12176
25.56 steer 11621
25.58 steer 8285
25.59 steer 6063
25.60 steer 3838
25.61 steer 3282
25.62 steer 2171
25.63 steer 1616
25.64 steer 3282
25.66 steer 1060
25.67 steer 0
25.87 steer 1060
25.88 steer 1616
25.90 steer 3282
25.91 steer 3838
25.92 steer 6618
25.93 steer 9954
25.94 steer 12732
25.95 steer 14401
25.96 steer 16067
25.97 steer 16623
25.98 steer 18292
25.99 steer 18847
26.00 steer 19959
26.02 steer 20514
26.05 steer 22181
26.06 steer 24405
26.09 steer 22739
26.17 steer 19959
26.18 steer 16623
26.19 steer 13845
26.20 steer 11621
26.21 steer 9954
26.22 steer 7729
26.23 steer 4396
26.24 steer 3282
26.25 steer 1060
26.26 steer 0
26.37 steer -3965
26.38 steer -5740
26.39 steer -8109
26.40 steer -10476
26.41 steer -12845
26.42 steer -14029
26.43 steer -15805
26.44 steer -14029
26.45 steer -12845
26.47 steer -9292
26.48 steer -4556
26.49 steer 0
27.00 steer -3965
27.01 steer -4556
27.02 steer -10476
27.03 steer -12845
27.04 steer -14029
27.06 steer -14621
27.08 steer -12845
27.09 steer -12252
27.12 steer -11069
27.13 steer -6331
27.14 steer 0
27.31 steer -2780
27.32 steer -7516
27.33 steer -11069
27.34 steer -17581
27.35 steer -20541
27.36 steer -21134
27.37 steer -22316
27.38 steer -22910
27.45 steer -24685
27.47 steer -25870
27.48 steer -26461
27.49 steer -27645
27.50 steer -31197
27.51 steer -32975
27.52 steer -37710
27.53 steer -41261
27.54 steer -51326
27.55 steer -61391
27.56 steer -64944
28.36 steer -62575
28.37 steer -39486
28.38 steer -30606
28.39 steer -24094
28.40 steer -18172
28.41 steer -12845
28.42 steer -5740
28.43 steer -3965
28.44 steer -2189
28.45 steer 0
28.76 steer -2780
28.77 steer -7516
28.78 steer -21134
28.79 steer -24094
28.80 steer -24685
28.81 steer -25870
28.85 steer -22316
28.86 steer -10476
28.87 steer -3965
28.88 steer 0
29.49 steer 1060
29.50 steer 1616
29.51 steer 2171
29.53 steer 3282
29.57 steer 4396
29.58 steer 6618
29.59 steer 9954
29.60 steer 11621
29.61 steer 9398
29.64 steer 8285
29.66 steer 6063
29.67 steer 4396
29.68 steer 3282
29.69 steer 1616
29.70 steer 2171
29.78 steer 3282
29.83 steer 1616
29.84 steer 1060
29.85 steer 0
30.24 steer -1005
30.25 steer -2780
30.26 steer -4556
30.27 steer -7516
30.28 steer -10476
30.29 steer -11069
30.30 steer -14029
30.34 steer -14621
30.45 steer -12845
30.58 steer -12252
30.64 steer -9292
30.65 steer -5740
30.66 steer -2189
30.67 steer 0
30.80 steer -2780
30.81 steer -11069
30.82 steer -14621
30.83 steer -19356
30.84 steer -22316
30.85 steer -24094
30.86 steer -24685
30.90 steer -25870
30.91 steer -27645
30.92 steer -29421
30.93 steer -31197
30.94 steer -32975
30.99 steer -27645
31.00 steer -24094
31.01 steer -22316
31.02 steer -17581
31.08 steer -22316
31.14 steer -24685
31.15 steer -27645
31.16 steer -30606
31.17 steer -38301
31.19 steer -41261
31.27 steer -43039
31.28 steer -48959
31.29 steer -54880
31.30 steer -64944
31.41 steer -59615
31.42 steer -44815
31.43 steer -41261
31.44 steer -38301
31.45 steer -37710
31.46 steer -40670
31.54 steer -42446
31.57 steer -43039
31.58 steer -44815
31.65 steer -41261
31.66 steer -40670
31.67 steer -35935
31.68 steer -34750
31.69 steer -34157
31.81 steer -32381
31.82 steer -31197
31.83 steer -30606
31.84 steer -27645
31.85 steer -25870
31.86 steer -21134
31.87 steer -17581
31.88 steer -12845
31.89 steer -8109
31.90 steer -5740
31.92 steer -4556
31.94 steer -11069
31.95 steer -15805
31.96 steer -20541
31.97 steer -22316
31.98 steer -25870
31.99 steer -28237
32.00 steer -30606
32.01 steer -32381
32.02 steer -34157
32.03 steer -35935
32.04 steer -36526
32.11 steer -34750
32.13 steer -37710
32.14 steer -40670
32.16 steer -41261
32.20 steer -38301
32.21 steer -35935
32.22 steer -29421
32.23 steer -25870
32.24 steer -22910
32.26 steer -21134
32.27 steer -20541
32.28 steer -19356
32.29 steer -17581
32.30 steer -14621
32.31 steer -12252
32.32 steer -8109
32.33 steer -4556
32.34 steer 0
32.62 steer -2780
32.63 steer -6331
32.64 steer -8109
32.65 steer -12252
32.66 steer -14029
32.67 steer -16396
32.68 steer -17581
32.78 steer -18172
32.84 steer -19356
32.89 steer -17581
32.91 steer -16396
33.10 steer -14029
33.11 steer -9292
33.12 steer -3965
33.13 steer 0
33.33 steer 1616
33.34 steer 9398
33.35 steer 14401
33.36 steer 18292
33.37 steer 25517
33.38 steer 27185
33.39 steer 28297
33.40 steer 26628
33.41 steer 22181
33.42 steer 5507
33.43 steer 0
33.50 steer 1060
33.51 steer 1616
33.57 steer 2171
33.58 steer 3838
33.59 steer 4396
33.60 steer 6618
33.61 steer 9398
33.62 steer 10509
33.64 steer 11621
33.66 steer 12732
33.67 steer 13845
33.68 steer 14401
33.69 steer 16067
33.70 steer 18292
33.71 steer 18847
33.72 steer 19959
33.73 steer 20514
33.74 steer 22181
33.78 steer 20514
33.86 steer 22739
33.89 steer 23294
33.92 steer 24405
33.94 steer 24961
33.95 steer 26628
33.96 steer 28297
33.97 steer 29408
33.98 steer 31632
33.99 steer 32743
34.03 steer 31074
34.10 steer 32743
34.17 steer 31074
34.22 steer 26628
34.23 steer 22181
34.24 steer 16623
34.25 steer 3282
34.26 steer 0
34.47 steer 1616
34.48 steer 2171
34.49 steer 3838
34.50 steer 7729
34.51 steer 8285
34.52 steer 9398
34.53 steer 10509
34.54 steer 12176
34.55 steer 12732
34.56 steer 14401
34.57 steer 14956
34.64 steer 16067
34.66 steer 16623
34.67 steer 17178
34.68 steer 18847
34.73 steer 19959
34.84 steer 18292
34.85 steer 14956
34.86 steer 11621
34.87 steer 10509
34.88 steer 12176
34.91 steer 12732
34.92 steer 14401
34.93 steer 16623
34.94 steer 18292
34.95 steer 19959
34.98 steer 21070
34.99 steer 22181
35.00 steer 22739
35.01 steer 24961
35.02 steer 25517
35.11 steer 26628
35.13 steer 27185
35.14 steer 30519
35.15 steer 31074
35.16 steer 31632
35.29 steer 32743
35.34 steer 33299
35.35 steer 33855
35.42 steer 34966
35.43 steer 35521
35.44 steer 36079
35.45 steer 37190
35.46 steer 37746
35.51 steer 38857
35.72 steer 39412
35.80 steer 37746
35.81 steer 36079
35.82 steer 30519
35.83 steer 26628
35.84 steer 22181
35.85 steer 17178
35.86 steer 8285
35.87 steer 6063
35.88 steer 4396
35.89 steer 2171
35.91 steer 1616
35.93 steer 1060
35.98 steer 0
36.32 steer -3965
36.33 steer -9292
36.34 steer -22910
36.35 steer -25870
36.36 steer -28237
36.37 steer -29421
36.38 steer -30606
36.42 steer -24685
36.43 steer -24094
36.47 steer -28237
36.48 steer -29421
36.53 steer -25870
36.57 steer -28237
36.58 steer -38301
36.59 steer -41261
36.60 steer -43039
36.61 steer -44222
36.65 steer -40670
36.66 steer -34750
36.67 steer -32975
36.68 steer -31197
36.69 steer -30606
36.71 steer -29421
36.73 steer -24685
36.74 steer -22910
36.75 steer -17581
36.76 steer -10476
36.77 steer -2189
36.78 steer 0
36.84 steer 1060
36.85 steer 5507
36.86 steer 28297
36.87 steer 39968
36.88 steer 56089
36.89 steer 65536
37.05 steer 63315
37.06 steer 52197
37.07 steer 41637
37.08 steer 29408
37.09 steer 10509
37.10 steer 0
37.11 steer -22910
37.12 steer -34157
37.13 steer -44815
37.14 steer -59024
37.15 steer -62575
37.18-37.26 press down
37.22 steer -64944
37.29 steer -51326
37.30 steer -22910
37.31 steer -2780
37.32 steer 0
37.33 steer 10509
37.34 steer 36079
37.35 steer 49975
37.36 steer 64427
37.37 steer 65536
37.78 steer 49417
37.79 steer 41637
37.80 steer 34966
37.81 steer 22739
37.83 steer 11621
37.84 steer 6063
37.85 steer 2171
37.86 steer 1060
37.87 steer 3282
37.89 steer 1616
37.90 steer 1060
37.91 steer 0
37.95 steer 1060
37.96 steer 0
38.14 steer -3965
38.15 steer -6331
38.16 steer -10476
38.17 steer -15805
38.19 steer -14029
38.25 steer -17581
38.26 steer -20541
38.27 steer -22316
38.28 steer -24094
38.38 steer -22316
38.39 steer -21134
38.40 steer -20541
38.41 steer -17581
38.42 steer -8109
38.43 steer -2780
38.44 steer 0
39.08 steer 1060
39.09 steer 2171
39.11 steer 6618
39.12 steer 7729
39.13 steer 9954
39.14 steer 12176
39.15 steer 12732
39.16 steer 13845
39.17 steer 14401
39.18 steer 16067
39.19 steer 14956
39.22 steer 16623
39.23 steer 14956
39.26 steer 11621
39.27 steer 9954
39.28 steer 8285
39.29 steer 6063
39.30 steer 5507
39.33 steer 6063
39.34 steer 6618
39.37 steer 8285
39.38 steer 9954
39.39 steer 11621
39.40 steer 12732
39.41 steer 14401
39.42 steer 16067
39.43 steer 16623
39.44 steer 17178
39.48 steer 18292
39.52 steer 18847
39.61 steer 19959
39.66 steer 18292
39.69 steer 17178
39.70 steer 13845
39.71 steer 11621
39.72 steer 6618
39.73 steer 0
39.90 steer -1005
39.91 steer -4556
39.92 steer -9292
39.93 steer -14029
39.94 steer -17581
39.95 steer -22316
39.98 steer -20541
40.02 steer -24094
40.03 steer -24685
40.04 steer -28237
40.09 steer -24094
40.10 steer -22316
40.11 steer -20541
40.12 steer -19356
40.13 steer -17581
40.14 steer -16396
40.18 steer -15805
40.19 steer -11069
40.20 steer -5740
40.21 steer -1005
40.22 steer 0
40.26 steer 1060
40.29 steer 2171
40.30 steer 3838
40.31 steer 6618
40.32 steer 10509
40.33 steer 14956
40.34 steer 24961
40.35 steer 29408
40.36 steer 32743
40.37 steer 36079
40.39 steer 37746
40.43 steer 38857
40.44 steer 39412
40.47 steer 39968
40.50 steer 37746
40.66 steer 36079
40.67 steer 33855
40.68 steer 32743
40.69 steer 31074
40.70 steer 24961
40.71 steer 21070
40.72 steer 17178
40.73 steer 12732
40.74 steer 3282
40.75 steer 0
41.04 steer -5740
41.05 steer -9292
41.06 steer -12252
41.07 steer -10476
41.08 steer -9292
41.09 steer -5740
41.11 steer 0
41.78 steer -2780
41.81 steer -5740
41.82 steer -10476
41.83 steer -12845
41.85 steer -14029
41.86 steer -12252
41.94 steer -8109
41.95 steer -6331
41.96 steer -2780
41.97 steer 0
42.19 steer -3965
42.20 steer -10476
42.21 steer -20541
42.22 steer -28237
42.23 steer -30606
42.24 steer -28237
42.25 steer -27645
42.26 steer -24094
42.27 steer -21134
42.28 steer -15805
42.29 steer -11069
42.30 steer 0
42.63 steer -2189
42.64 steer -3965
42.65 steer -5740
42.66 steer -12252
42.67 steer -14621
42.68 steer -17581
42.69 steer -19356
42.70 steer -21134
42.73 steer -19356
42.75 steer -16396
42.76 steer -14029
42.77 steer -11069
42.78 steer -5740
42.79 steer -3965
42.83 steer -2780
42.85 steer -1005
42.86 steer 0
42.89 steer 20514
42.90 steer 33299
42.91 steer 48306
42.92 steer 65536
43.51 steer 62758
43.52 steer 50531
43.53 steer 39412
43.54 steer 28297
43.55 steer -3965
43.56 steer 3282
