0.00-18.73 press up
10.51 steer -32114
10.52 steer -32403
10.53 steer -32821
10.54 steer -32968
10.55 steer -33126
10.57 steer -33357
10.58 steer -33615
10.59 steer -33872
10.60 steer -34661
10.61 steer -35263
10.62 steer -36043
10.63 steer -36921
10.64 steer -37781
10.65 steer -39037
10.66 steer -39501
10.67 steer -39875
10.68 steer -40397
10.69 steer -40601
10.70 steer -40766
10.72 steer -41006
10.73 steer -41155
10.77 steer -41310
10.96 steer -40957
10.97 steer -40017
10.98 steer -38952
10.99 steer -37477
11.00 steer -32381
11.01 steer -14745
11.02 steer -13169
11.03 steer 0
11.11 steer 1816
11.12 steer 2782
11.13 steer 4011
11.14 steer 8516
11.15 steer 24748
11.16 steer 25765
11.17 steer 27492
11.18 steer 29792
11.19 steer 32212
11.20 steer 35995
11.21 steer 37135
11.23 steer 33968
11.24 steer 14532
11.25 steer 12527
11.26 steer 9920
11.27 steer 5469
11.28 steer 3860
11.29 steer 2560
11.30 steer 1531
11.31 steer 0
11.52 steer -10134
11.53 steer -55604
11.54 steer -65536
12.03-12.11 press down
12.76 steer -56386
12.77 steer -32479
12.78 steer -29828
12.79 steer -7580
12.80 steer -5198
12.81 steer 0
12.98 steer 1000
12.99 steer 1634
13.00 steer 2382
13.01 steer 3265
13.02 steer 4396
13.03 steer 8125
13.04 steer 10967
13.05 steer 13876
13.06 steer 19254
13.07 steer 21541
13.08 steer 23385
13.09 steer 24861
13.10 steer 26963
13.12 steer 28210
13.14 steer 27672
13.15 steer 25743
13.16 steer 23670
13.17 steer 21385
13.18 steer 18965
13.19 steer 16674
13.20 steer 14541
13.21 steer 9694
13.22 steer 8489
13.23 steer 7398
13.24 steer 6240
13.25 steer 4720
13.26 steer 3345
13.27 steer 1267
13.28 steer 0
13.39 steer 3491
13.40 steer 20207
13.41 steer 21270
13.42 steer 22903
13.43 steer 24774
13.44 steer 27705
13.45 steer 28719
13.46 steer 28452
13.48 steer 9565
13.49 steer 8116
13.50 steer 4156
13.51 steer 2654
13.53 steer 0
15.05 steer -825
15.06 steer -1389
15.07 steer -1607
15.08 steer -1798
15.10 steer -2007
15.11 steer -2614
15.12 steer -3411
15.13 steer -4574
15.14 steer -5771
15.15 steer -6816
15.16 steer -8503
15.17 steer -9140
15.18 steer -9667
15.19 steer -10089
15.20 steer -10718
15.21 steer -10945
15.22 steer -11127
15.23 steer -11369
15.25 steer -11529
15.28 steer -11703
15.43 steer -11854
15.50 steer -11552
15.51 steer -8427
15.52 steer -5858
15.53 steer -3014
15.54 steer 0
16.48 steer 671
16.49 steer 1000
16.50 steer 1518
16.51 steer 2796
16.52 steer 3567
16.53 steer 4467
16.54 steer 5585
16.55 steer 8445
16.56 steer 10469
16.57 steer 12545
16.58 steer 14514
16.59 steer 18163
16.60 steer 19505
16.61 steer 20596
16.62 steer 21452
16.63 steer 22165
16.64 steer 23168
16.66 steer 23808
16.67 steer 24036
16.69 steer 24365
16.71 steer 24663
16.76 steer 24883
16.78 steer 22088
16.79 steer 19567
16.80 steer 4885
16.81 steer 3040
16.82 steer 1874
16.83 steer 840
16.84 steer 0
16.93 steer -16163
16.94 steer -18961
16.95 steer -45035
16.96 steer -64333
16.97 steer -65536
17.31 steer -33686
17.32 steer -12332
17.33 steer 0
17.35 steer 15878
17.36 steer 39430
17.37 steer 42268
17.38 steer 65536
17.99-18.79 press down
18.86-21.38 press up
20.46 steer 63833
20.47 steer 37870
20.48 steer 22761
20.49 steer 4103
20.50 steer 3080
20.51 steer 1147
20.52 steer 0
20.85 steer -21341
20.86 steer -65536
20.90 steer -56740
20.91 steer 25385
20.92 steer 9283
20.93 steer 0
21.30-21.72 press down
21.72-30.44 press up
22.20-22.25 press down
24.60 steer -1536
24.61 steer -3980
24.62 steer -9292
24.64 steer -25952
24.65 steer -27461
24.66 steer -29486
24.67 steer -32059
24.68 steer -36577
24.69 steer -38455
24.70 steer -39973
24.71 steer -42219
24.72 steer -43026
24.73 steer -43670
24.74 steer -44059
24.76 steer -41684
24.77 steer -39572
24.78 steer -24819
24.79 steer -23328
24.80 steer -3040
24.81 steer -1936
24.82 steer 0
25.31 steer 1289
25.32 steer 2078
25.33 steer 3189
25.34 steer 19852
25.35 steer 21001
25.36 steer 23434
25.37 steer 41915
25.38 steer 46068
25.39 steer 64331
25.40 steer 65536
25.52 steer 62867
25.53 steer 42908
25.54 steer 24605
25.55 steer -6089
25.56 steer -25030
25.57 steer -43048
25.58 steer -65536
25.65 steer -18292
25.66 steer 39219
25.67 steer -10134
25.68 steer 0
25.96-26.04 press down
27.13 steer -3054
27.14 steer -8094
27.15 steer -10447
27.16 steer -12527
27.17 steer -14221
27.18 steer -16674
27.19 steer -17552
27.20 steer -18256
27.21 steer -18819
27.22 steer -19625
27.23 steer -19914
27.24 steer -20159
27.25 steer -20352
27.26 steer -20525
27.27 steer -20279
27.29 steer -19923
27.30 steer -19125
27.31 steer -18787
27.32 steer -18521
27.33 steer -18265
27.34 steer -17741
27.35 steer -17458
27.36 steer -17201
27.37 steer -16978
27.38 steer -16492
27.40 steer -16207
27.42 steer -15963
27.46 steer -15752
27.73 steer -15343
27.74 steer -14643
27.75 steer -13769
27.76 steer -10276
27.77 steer -8378
27.78 steer -5849
27.79 steer 0
27.95 steer -11907
27.96 steer -12803
27.97 steer -14212
27.98 steer -16643
27.99 steer -17543
28.00 steer -18190
28.02 steer -15747
28.03 steer -12865
28.04 steer 0
28.32 steer 787
28.33 steer 1249
28.34 steer 2885
28.35 steer 4445
28.36 steer 6958
28.37 steer 24161
28.38 steer 24534
28.39 steer 24830
28.40 steer 22116
28.42 steer 0
28.76-28.83 press down
28.97 steer 836
28.98 steer 1674
28.99 steer 2654
29.00 steer 5678
29.01 steer 8058
29.02 steer 26094
29.03 steer 44042
29.04 steer 46706
29.05 steer 65536
29.36 steer 60855
29.37 steer 59689
29.38 steer 57326
29.39 steer 55051
29.40 steer 53300
29.41 steer 51348
29.42 steer 52395
29.43 steer 54569
29.44 steer 65536
29.78 steer 64260
29.79 steer 62655
29.80 steer 43119
29.81 steer 42179
29.82 steer 41470
29.83 steer 42237
29.84 steer 65182
29.85 steer 65536
30.50-36.47 press up
30.66 steer 62344
30.67 steer 46242
30.69 steer 46028
30.70 steer 46977
30.71 steer 61778
30.72 steer 65536
30.81 steer 61138
30.82 steer 58766
30.83 steer 40250
30.84 steer 39759
30.85 steer 39448
30.86 steer 40141
30.87 steer 41799
30.88 steer 47417
30.89 steer 62558
30.90 steer 62822
30.91 steer 65536
32.97 steer 64898
32.98 steer 64115
32.99 steer 47659
33.00 steer 46068
33.01 steer 31414
33.02 steer 29257
33.03 steer 2118
33.04 steer -1976
33.05 steer -19072
33.06 steer -40495
33.07 steer -61991
33.08 steer -65536
33.20 steer -64829
33.21 steer -39928
33.22 steer 8218
33.23 steer 5478
33.24 steer 4303
33.25 steer 2756
33.26 steer 2002
33.27 steer 1187
33.28 steer 0
33.49 steer -9425
33.50 steer -10700
33.51 steer -13512
33.52 steer -33259
33.53 steer -50711
33.54 steer -51748
33.55 steer -53015
33.56 steer -54075
33.57 steer -53477
33.58 steer -2542
33.59 steer 9212
33.60 steer 7747
33.61 steer 3714
33.62 steer 2582
33.63 steer 1651
33.64 steer 907
33.65 steer 0
34.06 steer 2725
34.07 steer 4263
34.08 steer 6400
34.09 steer 24392
34.10 steer 25908
34.11 steer 45855
34.12 steer 64047
34.15 steer 64287
34.16 steer 64527
34.18 steer 64773
34.20 steer 65018
34.27 steer 65536
34.31 steer 64189
34.32 steer 63107
34.33 steer 32408
34.34 steer 12189
34.35 steer 0
34.36 steer -17723
34.37 steer -64333
34.39 steer -65536
34.48 steer -46384
34.49 steer 7580
34.50 steer 6883
34.51 steer 4989
34.52 steer 2667
34.54 steer 858
34.55 steer 0
34.70 steer -13681
34.71 steer -14943
34.72 steer -17290
34.73 steer -32737
34.74 steer -33919
34.75 steer -35406
34.76 steer -36695
34.77 steer -37728
34.78 steer -39188
34.79 steer -39661
34.80 steer -39959
34.81 steer -39697
34.82 steer -39166
34.83 steer -37950
34.84 steer -37497
34.85 steer -37108
34.86 steer -36792
34.87 steer -36292
34.89 steer -35941
34.92 steer -35015
34.93 steer -34426
34.94 steer -33046
34.95 steer -32323
34.96 steer -31646
34.97 steer -30963
34.98 steer -30219
34.99 steer -28437
35.00 steer -27261
35.01 steer -25979
35.02 steer -24770
35.03 steer -23488
35.04 steer -21270
35.05 steer -20450
35.06 steer -19807
35.07 steer -18867
35.08 steer -18539
35.09 steer -18279
35.10 steer -17914
35.11 steer -17298
35.12 steer -13427
35.13 steer 0
35.61 steer 1585
35.62 steer 3705
35.63 steer 21341
35.64 steer 24659
35.65 steer 26972
35.66 steer 28968
35.67 steer 30210
35.68 steer 29597
35.69 steer 0
36.41-37.10 press down
36.63 steer 1045
36.64 steer 40070
36.65 steer 63551
36.66 steer 65536
36.93 steer 64402
36.94 steer 63975
36.95 steer 33757
36.96 steer 6160
36.97 steer -16234
36.98 steer -65536
37.07 steer -40281
37.08 steer 40424
37.09 steer 0
37.10 steer 4174
37.11 steer 1705
37.12 steer 2538
37.13 steer 1660
37.14 steer 942
37.15 steer 0
37.18-39.57 press up
37.47-37.54 press down
37.58 steer -6445
37.59 steer -23185
37.60 steer -43048
37.61 steer -65536
38.31 steer -51704
38.32 steer -29288
38.33 steer 0
38.34 steer 13752
38.35 steer 46808
38.36 steer 64115
38.37 steer 65536
38.60 steer 64402
38.61 steer 36168
38.62 steer 11765
38.63 steer -698
38.64 steer -24748
38.65 steer -65536
39.68 steer -65467
39.69 steer -44184
39.70 steer 0
39.72 steer 23399
39.73 steer 55535
39.74 steer 65536
39.84 steer 57733
39.85 steer 0
39.87 steer 7083
39.88 steer 5207
39.89 steer 2511
39.90 steer 1607
39.91 steer 871
39.92 steer 0
40.10 press up
40.53 steer 1562
40.54 steer 2809
40.55 steer 4440
40.56 steer 6485
40.57 steer 9354
40.58 steer 26643
40.59 steer 28648
40.60 steer 45815
40.61 steer 65536
41.03 steer 64402
41.04 steer 63860
41.05 steer 62549
41.06 steer 60109
41.07 steer 40708
41.08 steer 39684
41.09 steer 38141
41.10 steer 35575
41.10-41.19 press down
41.11 steer 16163
41.12 steer 0
