0.00-15.70 press up
14.63 steer -3990
14.64 steer -2956
14.67 steer -2439
14.68 steer -2956
14.69 steer -2439
14.71 steer -1921
14.72 steer -1404
14.73 steer 0
14.90 steer 901
14.91 steer 1422
14.92 steer 1944
14.93 steer 2986
14.94 steer 7156
14.95 steer 15496
14.96 steer 21752
14.97 steer 27486
14.98 steer 34783
14.99 steer 39995
15.00 steer 42080
15.01 steer 43123
15.02 steer 44686
15.03 steer 47814
15.04 steer 49899
15.05 steer 52505
15.06 steer 54068
15.07 steer 54590
15.08 steer 55632
15.09 steer 59281
15.10 steer 63451
15.11 steer 65536
15.51 steer 58760
15.52 steer 53547
15.53 steer 47814
15.54 steer 33219
15.55 steer 20708
15.56 steer 0
15.57 steer -5542
15.58 steer -17437
15.59 steer -31401
15.60 steer -53123
15.61 steer -65536
16.23 steer -34504
16.23-32.13 press up
16.24 steer -11231
16.25 steer 0
16.26 steer 15496
16.27 steer 39474
16.28 steer 54068
16.29 steer 63972
16.30 steer 65536
16.34 steer 39474
16.35 steer -6059
16.36 steer 0
17.42 steer 1422
17.43 steer 1944
17.44 steer 2465
17.45 steer 2986
17.50 steer 3507
17.51 steer 2986
17.53 steer 3507
17.54 steer 2986
17.56 steer 3507
17.57 steer 2986
17.73 steer 2465
17.84 steer 2986
18.12 steer 2465
18.13 steer 1422
18.14 steer 0
18.24 steer -3990
18.25 steer -14334
18.26 steer -30884
18.27 steer -44848
18.28 steer -65536
21.37 steer -55192
21.38 steer -44331
21.39 steer -36056
21.40 steer -22609
21.41 steer -14851
21.42 steer -8128
21.43 steer 0
21.46 steer 901
21.47 steer 1422
21.52 steer 901
21.53 steer 0
21.82 steer 2986
21.83 steer 6113
21.84 steer 11326
21.85 steer 19665
21.86 steer 25922
21.87 steer 29050
21.88 steer 30613
21.89 steer 31134
21.93 steer 30092
21.94 steer 28007
21.95 steer 25922
21.96 steer 22795
21.97 steer 16538
21.98 steer 8720
21.99 steer 2465
22.00 steer 0
22.03 steer -7093
22.04 steer -12782
22.05 steer -18989
22.06 steer -24161
22.07 steer -29850
22.08 steer -31918
22.09 steer -32953
22.10 steer -34504
22.11 steer -39159
22.12 steer -42779
22.13 steer -45365
22.14 steer -49503
22.15 steer -53123
22.16 steer -57778
22.17 steer -60881
22.18 steer -65536
23.08-23.20 press down
23.33 steer -55192
23.34 steer -45365
23.35 steer -31401
23.36 steer -18471
23.37 steer -8645
23.38 steer -3473
23.39 steer 0
23.51 steer 1422
23.52 steer 2465
23.53 steer 6635
23.54 steer 9762
23.55 steer 20187
23.56 steer 24358
23.57 steer 29571
23.58 steer 35826
23.59 steer 39474
23.60 steer 41559
23.61 steer 44165
23.62 steer 46250
23.63 steer 47293
23.64 steer 47814
23.65 steer 48335
23.68 steer 49899
23.69 steer 50420
23.70 steer 50941
23.74 steer 49899
23.75 steer 48335
23.76 steer 47293
23.77 steer 45729
23.78 steer 44165
23.82 steer 45729
23.83 steer 47293
23.84 steer 49377
23.85 steer 51462
23.86 steer 54590
23.87 steer 55632
23.88 steer 56153
23.89 steer 57196
23.93 steer 56675
23.96 steer 57196
24.08 steer 56675
24.10 steer 55632
24.11 steer 54068
24.12 steer 51462
24.13 steer 47293
24.14 steer 42601
24.15 steer 37910
24.16 steer 29571
24.17 steer 23837
24.18 steer 12889
24.19 steer 0
24.21 steer -12265
24.22 steer -26229
24.23 steer -45882
24.24 steer -59846
24.25 steer -65536
24.61 steer -63984
24.62 steer -56743
24.63 steer -44848
24.64 steer -40711
24.66 steer -44848
24.67 steer -50537
24.68 steer -65536
24.88 steer -60364
24.89 steer -43296
24.90 steer -38125
24.91 steer -37607
24.92 steer -42779
24.93 steer -55709
24.94 steer -65536
25.06 steer -61398
25.07 steer -50020
25.08 steer -34504
25.09 steer -26746
25.10 steer -19506
25.11 steer -20023
25.12 steer -26746
25.13 steer -34504
25.14 steer -57261
25.15 steer -65536
25.84 steer -58295
25.85 steer -46400
25.86 steer -45365
25.87 steer -53123
25.88 steer -65536
26.44 steer -58812
26.45 steer -19506
26.46 steer 0
26.47 steer 16017
26.48 steer 53547
26.49 steer 65536
26.59-26.72 press down
27.03 steer 64493
27.04 steer 61887
27.05 steer 54068
27.06 steer 45729
27.07 steer 39995
27.08 steer 33741
27.09 steer 24358
27.10 steer 16017
27.11 steer 10283
27.12 steer 3507
27.13 steer 1422
27.14 steer 0
27.54 steer -5025
27.55 steer -16920
27.56 steer -27781
27.57 steer -38642
27.58 steer -53640
27.59 steer -65536
28.81 steer -59329
28.82 steer -54157
28.83 steer -40193
28.84 steer -36573
28.85 steer -30367
28.86 steer -23126
28.87 steer -18989
28.88 steer -12782
28.89 steer -10196
28.90 steer -6576
28.91 steer 0
29.09 steer -6059
29.10 steer -11748
29.11 steer -24678
29.12 steer -32953
29.13 steer -49503
29.14 steer -59329
29.15 steer -65536
29.30 steer -62432
29.31 steer -48468
29.32 steer -44848
29.33 steer -45365
29.34 steer -53640
29.35 steer -65536
29.54 steer -63984
29.55 steer -54675
29.56 steer -50537
29.57 steer -47434
29.58 steer -51571
29.59 steer -55709
29.60 steer -65536
29.77 steer -60881
29.78 steer -47951
29.79 steer -38642
29.80 steer -27781
29.81 steer -23126
29.82 steer -26229
29.83 steer -32953
29.84 steer -40193
29.85 steer -62950
29.86 steer -65536
30.11-30.24 press down
30.46 steer -56743
30.47 steer -38125
30.48 steer -37607
30.49 steer -38125
30.50 steer -41745
30.51 steer -54675
30.52 steer -65536
30.70 steer -61915
30.71 steer -55709
30.72 steer -47434
30.73 steer -41745
30.74 steer -39159
30.75 steer -37607
30.76 steer -36056
30.85 steer -35539
30.86 steer -33987
30.87 steer -31918
30.88 steer -30884
30.90 steer -32953
30.91 steer -36056
30.92 steer -38125
30.93 steer -40193
30.94 steer -40711
30.98 steer -40193
30.99 steer -38642
31.00 steer -37607
31.01 steer -32953
31.02 steer -30884
31.03 steer -29850
31.05 steer -30367
31.06 steer -31918
31.07 steer -32953
31.08 steer -34504
31.11 steer -33987
31.12 steer -31918
31.13 steer -29332
31.14 steer -21575
31.15 steer -19506
31.16 steer -11748
31.17 steer -6059
31.18 steer 0
31.20 steer 2986
31.21 steer 6113
31.22 steer 8198
31.23 steer 8720
31.33 steer 10805
31.34 steer 13932
31.35 steer 18623
31.36 steer 24358
31.37 steer 37389
31.38 steer 42080
31.39 steer 46250
31.40 steer 49899
31.41 steer 56675
31.42 steer 59802
31.43 steer 61887
31.44 steer 64493
31.45 steer 65536
31.60 steer 64493
31.61 steer 60323
31.62 steer 55111
31.63 steer 47814
31.64 steer 42601
31.65 steer 42080
31.66 steer 43644
31.67 steer 47814
31.68 steer 52505
31.69 steer 61887
31.70 steer 65536
32.01 steer 59281
32.02 steer 51462
32.03 steer 45729
32.04 steer 36347
32.05 steer 26965
32.06 steer 6635
32.07 steer 0
32.08 steer -8645
32.09 steer -21575
32.10 steer -47434
32.11 steer -65018
32.12 steer -65536
32.64-32.74 press up
32.71 steer -60364
32.72 steer -47951
32.73 steer -33470
32.74 steer -11748
32.75 steer -1921
32.76 steer 2465
32.77 steer 9241
32.78 steer 18623
32.79 steer 23837
32.80 steer 29571
32.81 steer 37910
32.82 steer 39995
32.83 steer 41038
32.85 steer 39474
32.86 steer 36347
32.87 steer 20708
32.88 steer 0
32.92-48.59 press up
33.08 steer 1944
33.09 steer 6113
33.10 steer 10805
33.11 steer 19665
33.12 steer 21752
33.13 steer 27486
33.14 steer 31134
33.15 steer 34262
33.16 steer 35304
33.18 steer 34783
33.20 steer 34262
33.21 steer 33741
33.22 steer 32698
33.23 steer 31656
33.30 steer 32698
33.32 steer 33219
33.34 steer 33741
33.36 steer 34262
33.37 steer 35304
33.42 steer 34783
33.45 steer 34262
33.47 steer 33741
33.49 steer 33219
33.50 steer 32698
33.51 steer 31134
33.52 steer 29571
33.53 steer 28528
33.54 steer 26965
33.55 steer 24880
33.56 steer 22795
33.57 steer 21752
33.58 steer 18102
33.59 steer 14453
33.60 steer 11847
33.61 steer 9762
33.62 steer 6113
33.63 steer 3507
33.64 steer 1422
33.65 steer 0
34.21 steer 901
34.22 steer 1422
34.23 steer 1944
34.24 steer 2465
34.26 steer 2986
34.32 steer 3507
34.49 steer 2986
34.53 steer 1944
34.54 steer 1422
34.56 steer 0
34.70 steer -6059
34.71 steer -11748
34.72 steer -22609
34.73 steer -29850
34.74 steer -42779
34.75 steer -54157
34.76 steer -65018
34.77 steer -65536
34.90 steer -59846
34.91 steer -56743
34.93 steer -61398
34.94 steer -65536
35.12 steer -65018
35.13 steer -64501
35.14 steer -65536
35.75 steer -65018
35.76 steer -55192
35.77 steer -46917
35.78 steer -37607
35.79 steer -37090
35.80 steer -38642
35.81 steer -62950
35.82 steer -65536
36.36 steer -61915
36.37 steer -56743
36.38 steer -53640
36.39 steer -54675
36.40 steer -63984
36.41 steer -65536
37.92 steer -59329
37.93 steer -52606
37.94 steer -42779
37.95 steer -28815
37.96 steer -22609
37.97 steer -14334
37.98 steer -10196
37.99 steer -6059
38.00 steer -1404
38.01 steer 0
38.33 steer 901
38.34 steer 2465
38.35 steer 5071
38.36 steer 11847
38.37 steer 20187
38.38 steer 24358
38.39 steer 29050
38.40 steer 34783
38.41 steer 37910
38.42 steer 38432
38.44 steer 37910
38.45 steer 36868
38.46 steer 33741
38.47 steer 23316
38.48 steer 17059
38.49 steer 9241
38.50 steer 0
38.59 steer -1404
38.60 steer -1921
38.61 steer -2439
38.62 steer -3990
38.63 steer -5025
38.64 steer -5542
38.65 steer -7611
38.66 steer -8645
38.67 steer -9679
38.68 steer -10714
38.69 steer -17954
38.70 steer -23126
38.71 steer -28298
38.72 steer -35021
38.73 steer -39676
38.74 steer -44331
38.75 steer -53123
38.76 steer -57778
38.77 steer -61398
38.78 steer -65536
39.39-39.51 press down
39.81 steer -62950
39.82 steer -57778
39.83 steer -53640
39.84 steer -43814
39.85 steer -37607
39.86 steer -32436
39.87 steer -24678
39.88 steer -18989
39.89 steer -12265
39.90 steer -6576
39.91 steer -1921
39.92 steer 0
39.99 steer 1422
40.00 steer 2465
40.01 steer 6113
40.02 steer 11326
40.03 steer 19665
40.04 steer 23837
40.05 steer 29050
40.06 steer 33741
40.07 steer 35826
40.08 steer 37389
40.09 steer 39995
40.10 steer 40517
40.11 steer 41559
40.12 steer 42080
40.14 steer 42601
40.16 steer 43644
40.17 steer 44165
40.18 steer 46771
40.19 steer 47814
40.20 steer 49377
40.21 steer 50420
40.22 steer 51462
40.23 steer 52505
40.29 steer 51462
40.30 steer 50941
40.33 steer 50420
40.37 steer 50941
40.39 steer 51462
40.45 steer 50941
40.46 steer 50420
40.47 steer 49377
40.48 steer 47814
40.49 steer 46250
40.50 steer 44165
40.51 steer 42080
40.52 steer 39995
40.53 steer 37910
40.54 steer 36868
40.55 steer 36347
40.56 steer 34783
40.57 steer 33741
40.58 steer 32698
40.59 steer 30613
40.60 steer 28528
40.61 steer 26443
40.62 steer 21229
40.63 steer 16538
40.64 steer 8198
40.65 steer 2986
40.66 steer 0
40.72 steer -2956
40.73 steer -9162
40.74 steer -14334
40.75 steer -17437
40.76 steer -21057
40.77 steer -24678
40.78 steer -27781
40.79 steer -28815
40.80 steer -30884
40.81 steer -31918
40.82 steer -32953
40.83 steer -34504
40.85 steer -33470
40.86 steer -31918
40.87 steer -29850
40.88 steer -28815
40.91 steer -30884
40.92 steer -32436
40.93 steer -35021
40.94 steer -37607
40.95 steer -38125
40.96 steer -39159
40.98 steer -40711
40.99 steer -43814
41.00 steer -47951
41.01 steer -57778
41.02 steer -65536
41.24 steer -63467
41.25 steer -54157
41.26 steer -48468
41.28 steer -54675
41.29 steer -60881
41.30 steer -65536
41.59 steer -62950
41.60 steer -61398
41.62 steer -63984
41.63 steer -65536
41.98 steer -63984
41.99 steer -57778
42.00 steer -56226
42.01 steer -55192
42.02 steer -54157
42.03 steer -55192
42.05 steer -56226
42.06 steer -57778
42.07 steer -60881
42.08 steer -65536
42.54 steer -59329
42.55 steer -54675
42.56 steer -56226
42.57 steer -61398
42.58 steer -65536
43.00 steer -54675
43.01 steer -33470
43.02 steer -13300
43.03 steer 2986
43.04 steer 29050
43.05 steer 50420
43.06 steer 65536
43.15-43.29 press down
43.73 steer 62408
43.74 steer 55111
43.75 steer 50420
43.76 steer 42601
43.77 steer 36868
43.78 steer 26965
43.79 steer 20187
43.80 steer 10283
43.81 steer 4550
43.82 steer 1944
43.83 steer 0
44.12 steer -6576
44.13 steer -15886
44.14 steer -29332
44.15 steer -37607
44.16 steer -57778
44.17 steer -65536
45.16 steer -60364
45.17 steer -49503
45.18 steer -41745
45.19 steer -31918
45.20 steer -25195
45.21 steer -15886
45.22 steer -8128
45.23 steer -3990
45.24 steer 0
45.45 steer -8128
45.46 steer -12782
45.47 steer -19506
45.48 steer -32436
45.49 steer -43296
45.50 steer -63467
45.51 steer -65536
46.10 steer -61915
46.11 steer -55709
46.12 steer -46400
46.13 steer -43814
46.14 steer -47434
46.15 steer -58812
46.16 steer -65536
46.51 steer -46400
46.52 steer -36056
46.53 steer -30884
46.55 steer -32953
46.56 steer -41745
46.57 steer -62432
46.58 steer -65536
46.64-46.77 press down
47.02 steer -61398
47.03 steer -51571
47.04 steer -35021
47.05 steer -28298
47.06 steer -23126
47.07 steer -21057
47.08 steer -23126
47.09 steer -25712
47.10 steer -29332
47.11 steer -32953
47.12 steer -38125
47.13 steer -40193
47.14 steer -41745
47.18 steer -40193
47.19 steer -39159
47.21 steer -40193
47.22 steer -41228
47.25 steer -41745
47.27 steer -41228
47.29 steer -39159
47.30 steer -38642
47.31 steer -37607
47.32 steer -35539
47.36 steer -36056
47.41 steer -36573
47.45 steer -41745
47.46 steer -45882
47.47 steer -49503
47.48 steer -54157
47.49 steer -55709
47.55 steer -51571
47.56 steer -43296
47.57 steer -39676
47.58 steer -34504
47.59 steer -26229
47.60 steer -20023
47.61 steer -17437
47.62 steer -12265
47.63 steer -9679
47.64 steer -5542
47.65 steer -2956
47.66 steer 0
47.69 steer 1422
47.70 steer 2986
47.71 steer 4550
47.72 steer 6113
47.73 steer 6635
47.87 steer 7156
47.88 steer 7677
47.89 steer 8198
47.90 steer 9241
47.91 steer 11326
47.92 steer 17059
47.93 steer 20187
47.94 steer 30613
47.95 steer 39995
47.96 steer 53026
47.97 steer 60844
47.98 steer 65536
48.09 steer 59281
48.10 steer 54590
48.11 steer 49377
48.12 steer 44165
48.13 steer 41038
48.15 steer 42080
48.16 steer 46771
48.17 steer 61366
48.18 steer 65536
48.52 steer 59802
48.53 steer 53547
48.54 steer 47293
48.55 steer 32698
48.56 steer 11847
48.57 steer 0
48.58 steer -4507
48.59 steer -42262
48.60 steer -65536
49.24 steer -56743
49.25 steer -32436
49.26 steer -7611
49.26-1:05.18 press up
49.27 steer 21752
49.28 steer 42080
49.29 steer 61887
49.30 steer 65536
49.37 steer 43123
49.38 steer 0
49.66 steer 901
49.67 steer 1422
49.69 steer 1944
49.71 steer 2986
49.72 steer 3507
49.74 steer 4029
49.75 steer 4550
49.76 steer 4029
49.78 steer 3507
49.84 steer 2986
49.86 steer 2465
49.87 steer 1944
49.94 steer 1422
49.95 steer 901
49.96 steer 0
50.19 steer 1944
50.20 steer 2986
50.21 steer 3507
50.22 steer 4029
50.23 steer 5071
50.28 steer 6113
50.32 steer 6635
50.36 steer 7156
50.39 steer 7677
50.48 steer 6635
50.49 steer 6113
50.50 steer 4029
50.51 steer 2465
50.53 steer 1422
50.54 steer 0
51.24 steer -12265
51.25 steer -26229
51.26 steer -54157
51.27 steer -65536
54.49 steer -59846
54.50 steer -51571
54.51 steer -41228
54.52 steer -31401
54.53 steer -20023
54.54 steer -14851
54.55 steer -9162
54.56 steer -4507
54.57 steer 0
54.61 steer 2465
54.62 steer 4550
54.63 steer 6635
54.64 steer 7677
54.65 steer 10283
54.66 steer 11326
54.67 steer 13932
54.68 steer 18102
54.69 steer 26443
54.70 steer 34262
54.71 steer 43123
54.72 steer 53026
54.73 steer 65536
54.92 steer 57196
54.93 steer 46250
54.94 steer 31656
54.95 steer 4550
54.96 steer 0
54.97 steer -21057
54.98 steer -36056
54.99 steer -51571
55.00 steer -65536
55.32 steer -61915
55.33 steer -52606
55.34 steer -36056
55.35 steer -25712
55.36 steer -12265
55.37 steer -5542
55.38 steer 0
55.39 steer 901
55.40 steer 7156
55.41 steer 10805
55.42 steer 11326
55.43 steer 9762
55.44 steer 5071
55.45 steer 1944
55.46 steer 0
55.48 steer -11748
55.49 steer -21057
55.50 steer -36573
55.51 steer -48468
55.52 steer -60364
55.53 steer -65536
55.63-55.78 press down
56.02 steer -61915
56.03 steer -56743
56.04 steer -48986
56.05 steer -43296
56.06 steer -35539
56.07 steer -29850
56.08 steer -22609
56.09 steer -18989
56.10 steer -13300
56.11 steer -11231
56.12 steer -9162
56.13 steer -5542
56.14 steer -3990
56.15 steer -2439
56.16 steer 0
56.36 steer 1944
56.37 steer 2465
56.38 steer 4550
56.39 steer 7156
56.40 steer 10283
56.41 steer 12889
56.42 steer 17581
56.43 steer 20708
56.44 steer 24358
56.45 steer 28007
56.46 steer 30613
56.47 steer 35304
56.48 steer 37389
56.49 steer 37910
56.50 steer 38432
56.51 steer 39474
56.54 steer 39995
56.58 steer 41559
56.59 steer 42601
56.60 steer 43644
56.61 steer 44165
56.62 steer 44686
56.69 steer 46771
56.70 steer 48856
56.71 steer 49899
56.72 steer 50941
56.73 steer 51462
56.75 steer 53026
56.80 steer 50941
56.81 steer 48335
56.82 steer 44165
56.83 steer 42080
56.84 steer 39474
56.87 steer 39995
56.88 steer 42080
56.89 steer 42601
56.90 steer 43644
56.91 steer 44165
56.95 steer 43644
56.96 steer 43123
56.97 steer 42080
56.98 steer 37910
56.99 steer 34262
57.00 steer 28528
57.01 steer 23316
57.02 steer 20708
57.03 steer 17581
57.04 steer 14974
57.05 steer 13932
57.06 steer 13411
57.07 steer 12889
57.08 steer 11326
57.09 steer 7156
57.10 steer 2986
57.11 steer 0
57.15 steer -2956
57.16 steer -5542
57.17 steer -6059
57.18 steer -7611
57.19 steer -8128
57.20 steer -11231
57.21 steer -14334
57.22 steer -18471
57.23 steer -20023
57.24 steer -22609
57.25 steer -23643
57.26 steer -24678
57.27 steer -25195
57.28 steer -27264
57.29 steer -30367
57.30 steer -35021
57.31 steer -41745
57.32 steer -46400
57.33 steer -54157
57.34 steer -59329
57.35 steer -61915
57.36 steer -63984
57.37 steer -65018
57.38 steer -65536
57.39 steer -65018
57.40 steer -60881
57.41 steer -56226
57.42 steer -54157
57.43 steer -46400
57.44 steer -42262
57.45 steer -39159
57.46 steer -40193
57.47 steer -44331
57.48 steer -57778
57.49 steer -65536
57.70 steer -56226
57.71 steer -43296
57.72 steer -40193
57.73 steer -41745
57.74 steer -42262
57.75 steer -49503
57.76 steer -59846
57.77 steer -65536
57.88 steer -63467
57.89 steer -57261
57.90 steer -45882
57.91 steer -39159
57.92 steer -32953
57.94 steer -36573
57.95 steer -40193
57.96 steer -54157
57.97 steer -65536
58.60 steer -61915
58.61 steer -54675
58.62 steer -40193
58.63 steer -37090
58.65 steer -40711
58.66 steer -52089
58.67 steer -58812
58.68 steer -65536
59.44 steer -48986
59.45 steer -10714
59.46 steer 14974
59.47 steer 43123
59.48 steer 65536
59.57-59.67 press down
1:00.36 steer 61366
1:00.37 steer 54590
1:00.38 steer 41559
1:00.39 steer 24880
1:00.40 steer 14453
1:00.41 steer 0
1:00.43 steer -7611
1:00.44 steer -23643
1:00.45 steer -32953
1:00.46 steer -43296
1:00.47 steer -49503
1:00.48 steer -60364
1:00.49 steer -65536
1:01.51 steer -65018
1:01.52 steer -55192
1:01.53 steer -48986
1:01.54 steer -38642
1:01.55 steer -34504
1:01.56 steer -25712
1:01.57 steer -17954
1:01.58 steer -12782
1:01.59 steer -9162
1:01.60 steer -5542
1:01.61 steer -2439
1:01.62 steer 0
1:01.82 steer -2956
1:01.83 steer -6576
1:01.84 steer -14334
1:01.85 steer -21057
1:01.86 steer -32436
1:01.87 steer -38642
1:01.88 steer -51054
1:01.89 steer -58812
1:01.90 steer -65536
1:02.30 steer -64501
1:02.31 steer -54157
1:02.32 steer -44331
1:02.33 steer -36573
1:02.34 steer -35539
1:02.35 steer -36056
1:02.36 steer -37090
1:02.37 steer -40193
1:02.38 steer -42779
1:02.39 steer -49503
1:02.40 steer -52606
1:02.41 steer -58812
1:02.42 steer -60881
1:02.43 steer -65536
1:02.56 steer -63984
1:02.57 steer -58295
1:02.58 steer -50020
1:02.59 steer -40193
1:02.60 steer -39676
1:02.61 steer -44848
1:02.62 steer -54675
1:02.63 steer -65536
1:03.10-1:03.21 press down
1:03.55 steer -59329
1:03.56 steer -49503
1:03.57 steer -43296
1:03.58 steer -35539
1:03.59 steer -28298
1:03.60 steer -25712
1:03.61 steer -25195
1:03.62 steer -25712
1:03.63 steer -27781
1:03.64 steer -30367
1:03.65 steer -39676
1:03.66 steer -44331
1:03.67 steer -48468
1:03.68 steer -51571
1:03.69 steer -54675
1:03.70 steer -56226
1:03.73 steer -54675
1:03.74 steer -52606
1:03.75 steer -48468
1:03.76 steer -44331
1:03.77 steer -40711
1:03.78 steer -37607
1:03.79 steer -37090
1:03.82 steer -37607
1:03.90 steer -35539
1:03.91 steer -33987
1:03.92 steer -31918
1:04.01 steer -31401
1:04.02 steer -29850
1:04.03 steer -28815
