0.00-19.80 press up
23.24 steer -5609
23.25 steer -13952
23.26 steer -41259
23.27 steer -52637
23.28 steer -65536
23.36 steer -56429
23.37 steer -25076
23.38 steer -6114
23.39 steer 0
23.66 steer -3838
23.67 steer -21032
23.69 steer -53648
23.70 steer -65536
23.80 steer -60726
23.81 steer -47326
23.82 steer -32661
23.83 steer -10160
23.84 steer -7885
23.85 steer -6620
23.86 steer -4345
23.87 steer 0
23.98 steer -2827
23.99 steer -4849
24.00 steer -22296
24.01 steer -34179
24.02 steer -59969
24.03 steer -65536
24.12 steer -60980
24.13 steer -41764
24.14 steer -3587
24.15 steer 0
24.32 steer -3587
24.33 steer -19514
24.34 steer -40248
24.36 steer -54913
24.37 steer -57946
24.38 steer -61233
24.39 steer -61991
24.42 steer -58958
24.43 steer -52131
24.44 steer -39488
24.45 steer -5860
24.46 steer -2069
24.47 steer 0
24.64 steer -3334
24.65 steer -5356
24.66 steer -18503
24.67 steer -29374
24.68 steer -46822
24.69 steer -54153
24.70 steer -61991
24.72 steer -64267
24.73 steer -64520
24.75 steer -64267
24.77 steer -63255
24.78 steer -55417
24.79 steer -51120
24.80 steer -37212
24.81 steer -26594
24.82 steer -8896
24.84 steer -5356
24.85 steer 0
25.06 steer 4605
25.07 steer 16236
25.09 steer 30648
25.10 steer 47335
25.11 steer 56689
25.12 steer 65536
25.27 steer 56689
25.28 steer 29383
25.29 steer 16741
25.30 steer 6123
25.31 steer 0
25.34 steer -1058
25.36 steer -1311
25.40 steer 0
25.47 steer 1571
25.48 steer 14212
25.49 steer 25085
25.50 steer 46070
25.51 steer 56184
25.52 steer 61493
25.53 steer 65536
25.64 steer 55931
25.65 steer 45817
25.66 steer 34188
25.67 steer 23568
25.68 steer 3847
25.69 steer 0
26.01 steer 6123
26.02 steer 16236
26.03 steer 30901
26.04 steer 57449
26.05 steer 65287
26.06 steer 65536
26.20 steer 59975
26.21 steer 49864
26.22 steer 25843
26.23 steer 6627
26.24 steer 0
26.29 steer -805
26.31 steer -4849
26.32 steer -10412
26.33 steer -29374
26.34 steer -37466
26.35 steer -45557
26.36 steer -56175
26.37 steer -57186
26.38 steer -57946
26.39 steer -58451
26.41 steer -56935
