0.00-7.53 press up
5.47 steer 34841
5.48 steer 36168
5.50 steer 36992
5.51 steer 37277
5.52 steer 37508
5.55 steer 36941
5.56 steer 36481
5.57 steer 35786
5.59 steer 35355
5.60 steer 35190
5.61 steer 35028
5.63 steer 34739
5.64 steer 33837
5.65 steer 32859
5.66 steer 31828
5.67 steer 30908
5.68 steer 29497
5.69 steer 28950
5.70 steer 28514
5.71 steer 28150
5.72 steer 27628
5.73 steer 27441
5.74 steer 27292
5.75 steer 27105
5.78 steer 27317
5.79 steer 28894
5.80 steer 29914
5.81 steer 30821
5.82 steer 32419
5.84 steer 34788
5.85 steer 35952
5.86 steer 37148
5.87 steer 39115
5.89 steer 40479
5.90 steer 41386
5.91 steer 41695
5.92 steer 41944
5.93 steer 42144
5.95 steer 42379
6.15 steer 41813
6.16 steer 40921
6.17 steer 39630
6.18 steer 36539
6.19 steer 34428
6.20 steer 19154
6.21 steer 17416
6.22 steer 0
6.61 steer -1849
6.62 steer -3469
6.63 steer -5456
6.64 steer -9978
6.65 steer -12492
6.66 steer -15018
6.67 steer -20423
6.68 steer -23259
6.69 steer -25939
6.70 steer -28361
6.71 steer -30721
6.72 steer -34850
6.73 steer -36404
6.74 steer -37608
6.75 steer -38568
6.76 steer -39910
6.77 steer -40388
6.78 steer -40755
6.79 steer -41021
6.80 steer -41190
6.82 steer -40864
6.83 steer -40408
6.84 steer -39430
6.85 steer -38901
6.86 steer -38424
6.87 steer -37592
6.88 steer -37195
6.89 steer -36846
6.90 steer -36212
6.91 steer -35943
6.92 steer -35608
6.93 steer -35090
6.94 steer -34515
6.95 steer -33897
6.96 steer -31623
6.97 steer -29637
6.98 steer -14385
6.99 steer 0
7.07 steer 20083
7.08 steer 21523
7.09 steer 24016
7.10 steer 40293
7.11 steer 41268
7.12 steer 43219
7.13 steer 45522
7.14 steer 47762
7.15 steer 51506
7.16 steer 53846
7.17 steer 55731
7.18 steer 58720
7.19 steer 60053
7.20 steer 65536
7.47 steer 62355
7.48 steer 61586
7.49 steer 58198
7.50 steer 32870
7.51 steer 7229
7.52 steer 0
7.53 steer -23794
7.54 steer -26472
7.55 steer -50893
7.56 steer -53440
7.57 steer -65536
7.57 press up
7.73 steer -64278
7.74 steer -63615
7.75 steer -62675
7.76 steer -60235
7.77 steer -58911
7.78 steer -57440
7.79 steer -54157
7.80 steer -52062
7.81 steer -50095
7.82 steer -45944
7.84 steer -42839
7.85 steer -41535
7.86 steer -40026
7.87 steer -37277
7.88 steer -36106
7.89 steer -35061
7.90 steer -33079
7.92 steer -31321
7.93 steer -30601
7.94 steer -29972
7.95 steer -28921
7.96 steer -28530
7.97 steer -28208
7.98 steer -27885
7.99 steer -27334
8.00 steer -27052
8.01 steer -26854
8.02 steer -26643
8.03 steer -26299
8.05 steer -26079
8.07 steer -25828
8.11 steer -25617
8.17 steer -25316
8.18 steer -24141
8.19 steer -23119
8.20 steer -22088
8.21 steer -20974
8.22 steer -18459
8.23 steer -16798
8.24 steer -14754
8.25 steer -9440
8.26 steer 0
8.46 steer -16305
8.47 steer -17698
8.48 steer -19883
8.49 steer -24828
8.50 steer -26663
8.51 steer -28068
8.52 steer -29043
8.53 steer -28543
8.54 steer -26337
8.55 steer -10476
8.56 steer 0
8.76 steer 1436
8.77 steer 2127
8.78 steer 2947
8.79 steer 6027
8.80 steer 8387
8.81 steer 10818
8.82 steer 25805
8.84 steer 26490
8.85 steer 26770
8.86 steer 26994
8.88 steer 26419
8.89 steer 25032
8.90 steer 6300
8.92 steer 3863
8.93 steer 2400
8.94 steer 1005
8.95 steer 0
9.31 steer -20016
9.32 steer -44599
9.34 steer -65536
10.26 steer -60104
10.27 steer -58344
10.28 steer -55435
10.29 steer -40015
10.30 steer -39808
10.32 steer -39497
10.33 steer -40213
10.34 steer -63351
10.35 steer -65536
12.68 steer -64609
12.69 steer -62475
12.70 steer -40015
12.72 steer -23594
12.73 steer -22279
12.75 steer -22068
12.76 steer -23081
12.77 steer -24788
12.78 steer -27190
12.79 steer -42213
12.80 steer -45875
12.81 steer -62753
12.82 steer -65536
13.14 steer -50297
13.15 steer 1331
13.16 steer 23463
13.17 steer 43075
13.18 steer 57917
13.19 steer 65536
13.49 steer 61098
13.50 steer 60169
13.51 steer 16770
13.52 steer 0
13.54 steer -7494
13.55 steer -10318
13.56 steer -54340
13.57 steer -65536
13.64 steer -44399
13.65 steer -16903
13.67 steer 0
13.90 steer -33003
13.92 steer -65536
14.01 steer -33732
14.02 steer -10078
14.03 steer 2258
14.04 steer 26643
14.06 steer 46786
14.07 steer 48984
14.08 steer 65536
14.23-14.31 press down
16.01 steer 57651
16.03 steer 34395
16.04 steer 18427
16.05 steer 0
16.17 steer -2314
16.19 steer -19594
16.20 steer -40001
16.22 steer 1331
16.24 steer 0
16.55-16.64 press down
16.64 steer -21805
16.65 steer -51555
16.66 steer -65536
17.61 steer -58993
17.62 steer -36779
17.63 steer -34237
17.64 steer -10078
17.65 steer 0
17.87 steer 17963
17.88 steer 19854
17.89 steer 34659
17.90 steer 51755
17.92 steer 53766
17.94 steer 65536
18.01 steer 56375
18.02 steer 41153
18.03 steer 38355
18.04 steer 7892
18.05 steer 5585
18.06 steer 1316
18.07 steer 0
18.25 steer 19883
18.26 steer 39364
18.27 steer 41113
18.28 steer 65536
18.62 steer 56829
18.63 steer 54091
18.64 steer 36117
18.65 steer 35479
18.68 steer 36515
18.69 steer 38744
18.71 steer 41666
18.72 steer 43575
18.73 steer 45646
18.74 steer 47862
18.75 steer 49884
18.76 steer 65536
18.85 steer 58580
18.86 steer 58273
18.87 steer 54724
18.88 steer 52168
18.89 steer 49382
18.90 steer 44364
18.92 steer 41170
18.93 steer 40781
18.94 steer 41119
18.95 steer 44884
18.96 steer 47515
18.97 steer 65536
19.11 steer 63020
19.12 steer 61760
19.13 steer 43008
19.14 steer 41190
19.15 steer 35770
19.16 steer 33559
19.17 steer 32212
19.19 steer 36408
19.20 steer 56724
19.22 steer 65536
19.61 steer 57784
19.62 steer 57569
19.63 steer 56086
19.64 steer 53957
19.65 steer 50926
19.66 steer 50279
19.67 steer 50773
19.68 steer 51948
19.69 steer 54433
19.70 steer 65536
19.84 steer 57833
19.85 steer 55213
19.86 steer 37906
19.87 steer 36428
19.88 steer 35928
19.89 steer 35790
19.90 steer 39372
19.91 steer 54340
19.92 steer 54786
19.93 steer 55435
19.94 steer 65536
20.04 steer 57189
20.05 steer 56364
20.06 steer 53626
20.07 steer 32499
20.08 steer 29934
20.09 steer 27354
20.10 steer 24812
20.11 steer 22581
20.12 steer 19403
20.13 steer 18294
20.14 steer 17416
20.15 steer 16170
20.16 steer 15718
20.17 steer 15383
20.18 steer 15752
20.19 steer 18650
20.20 steer 34063
20.21 steer 35228
20.22 steer 39704
20.23 steer 42337
20.24 steer 45042
20.25 steer 47377
20.26 steer 49271
20.27 steer 50839
20.28 steer 52120
20.29 steer 53895
20.30 steer 54460
20.31 steer 54008
20.32 steer 50331
20.33 steer 34528
20.34 steer 33468
20.35 steer 31172
20.36 steer 12265
20.37 steer 9416
20.38 steer 7374
20.39 steer 5700
20.40 steer 4143
20.42 steer 4963
20.43 steer 6529
20.44 steer 8803
20.45 steer 27172
20.46 steer 28005
20.47 steer 29257
20.48 steer 32572
20.50 steer 36217
20.51 steer 37641
20.52 steer 38846
20.53 steer 39904
20.54 steer 41521
20.55 steer 42110
20.56 steer 42577
20.57 steer 43233
20.58 steer 43453
20.61 steer 42088
20.62 steer 40495
20.63 steer 37906
20.64 steer 16836
20.65 steer 13969
20.66 steer 0
20.83 steer 1402
20.84 steer 3138
20.85 steer 5174
20.86 steer 10165
20.87 steer 25714
20.88 steer 26059
20.89 steer 26850
20.90 steer 29263
20.91 steer 30221
20.92 steer 30999
20.93 steer 31637
20.94 steer 32590
20.95 steer 32950
20.96 steer 33263
20.97 steer 33501
20.98 steer 33843
21.00 steer 34063
21.03 steer 34261
21.10 steer 34477
21.11 steer 34710
21.13 steer 35081
21.14 steer 35301
21.15 steer 35915
21.16 steer 36481
21.17 steer 37455
21.18 steer 38499
21.19 steer 39995
21.20 steer 45219
21.21 steer 47837
21.22 steer 65536
22.86 press down
23.53 steer 60502
23.54 steer 42081
23.55 steer 27172
23.56 steer 10874
23.57 steer 8658
23.58 steer 3580
23.59 steer 1671
23.60 steer 0
23.72 steer 18030
23.73 steer 18625
23.74 steer 20185
23.75 steer 21623
23.76 steer 23248
23.77 steer 25252
23.78 steer 28585
23.79 steer 30117
23.80 steer 31661
23.81 steer 33957
23.82 steer 34772
23.85 steer 33446
23.87 steer 29848
23.88 steer 27852
23.89 steer 24936
23.90 steer 23925
23.91 steer 23263
23.92 steer 23528
23.93 steer 25052
23.94 steer 26312
23.95 steer 27781
23.96 steer 29090
23.97 steer 30203
23.98 steer 32188
24.00 steer 33566
24.01 steer 34063
24.02 steer 34475
24.05 steer 34279
24.06 steer 33690
24.07 steer 33008
24.08 steer 31968
24.09 steer 31694
24.10 steer 32059
24.11 steer 32472
24.12 steer 33339
24.13 steer 34250
24.14 steer 35323
24.15 steer 37704
24.16 steer 38697
24.17 steer 39559
24.18 steer 40326
24.19 steer 41033
24.20 steer 42139
24.21 steer 42537
24.22 steer 43157
24.23 steer 43377
24.25 steer 43684
24.26 steer 43904
24.30 steer 44984
24.31 steer 46599
24.32 steer 47522
24.33 steer 48422
24.34 steer 49166
24.35 steer 49751
24.36 steer 50613
24.37 steer 50893
